order_id,delivery_date,load_weight,distance_km,estimated_time_hours,actual_time_hours,region,weather_condition,delivery_status,carrier
ORD8618,2023-02-20,613.69,,40.9,58.2,North,Snowy,Delayed,Carrier_25
ORD5497,2023-01-24,524.22,219.3,10.8,26.7,South,Snowy,Cancelled,Carrier_4
ORD3654,2023-05-25,994.73,167.3,11.5,46.9,Central,Rainy,Cancelled,Carrier_45
ORD2585,2023-04-06,710.87,81.5,4.0,17.6,North,Sunny,Delayed,Carrier_24
ORD8970,2023-04-28,582.12,,37.9,16.2,West,Sunny,Cancelled,Carrier_24
ORD5387,2023-01-23,122.87,347.1,46.9,53.6,East,Sunny,Delayed,Carrier_49
ORD5912,2023-10-24,688.99,,31.9,15.1,East,Sunny,Delayed,Carrier_20
ORD1376,2023-11-22,,58.8,6.2,3.0,Central,Snowy,Cancelled,Carrier_18
ORD2636,2023-01-08,489.48,172.3,41.1,48.1,Central,Sunny,Delivered,Carrier_15
ORD2781,2023-12-21,786.33,335.7,19.7,49.7,South,Sunny,Delivered,Carrier_36
ORD8196,2023-10-22,995.75,46.1,45.4,55.4,East,Rainy,Delayed,Carrier_3
ORD2709,2023-09-27,985.11,112.2,9.5,14.4,North,,Delivered,Carrier_30
ORD2525,2023-05-27,991.47,498.8,7.5,9.3,West,Sunny,Cancelled,Carrier_16
ORD6836,2023-03-19,247.13,68.9,25.9,,North,Snowy,Cancelled,Carrier_2
ORD3018,2023-03-16,89.2,488.1,21.4,48.6,West,,Delayed,Carrier_30
ORD6727,2023-08-14,222.58,131.8,15.0,26.2,North,Sunny,Cancelled,Carrier_35
ORD4701,2023-09-24,863.31,474.3,11.8,9.4,North,Rainy,Delayed,Carrier_48
ORD4150,2023-11-08,782.87,359.2,6.0,,South,Sunny,Delivered,Carrier_29
ORD9010,2023-01-25,935.56,471.0,20.4,38.7,East,Sunny,Delivered,Carrier_6
ORD8606,2023-06-30,413.26,233.1,3.5,59.0,Central,Snowy,Cancelled,Carrier_44
ORD3161,2023-06-11,421.12,93.5,7.7,51.8,South,Snowy,Delivered,Carrier_24
ORD8762,2023-06-07,602.3,200.4,32.9,48.7,North,Sunny,Delivered,Carrier_39
ORD3800,2023-12-02,776.91,198.9,29.9,43.9,Central,Sunny,Delivered,Carrier_1
ORD4630,2023-01-04,631.65,166.4,7.5,13.7,Central,,Delayed,Carrier_16
ORD7441,2023-06-05,387.87,130.6,21.5,27.0,West,,Delayed,Carrier_19
ORD6146,2023-09-11,473.74,56.8,44.6,38.4,North,Rainy,Delivered,Carrier_17
ORD1336,2023-04-17,514.74,239.8,40.2,43.0,South,Sunny,Cancelled,Carrier_4
ORD7036,2023-08-19,352.61,48.6,9.7,56.4,West,Snowy,Delivered,Carrier_39
ORD5085,2023-11-17,230.3,447.1,3.0,45.5,East,Snowy,Delayed,Carrier_33
ORD5083,2023-01-01,88.29,396.3,16.1,19.1,Central,Rainy,Delayed,Carrier_32
ORD9425,2023-06-29,,248.5,8.6,47.5,South,Rainy,Delivered,Carrier_2
ORD6954,2023-01-21,218.31,131.7,6.7,27.3,North,Snowy,Cancelled,Carrier_5
ORD8478,2023-05-16,582.85,228.6,26.3,10.2,East,,Delivered,Carrier_24
ORD1919,2023-12-31,,183.0,8.6,4.6,West,,Cancelled,Carrier_28
ORD8687,2023-01-30,638.04,202.1,14.2,37.3,South,Snowy,Cancelled,Carrier_11
ORD6029,2023-03-01,871.39,251.0,46.3,51.6,North,Snowy,Delayed,Carrier_46
ORD1148,2023-10-12,307.31,340.7,44.6,5.6,West,,Delayed,Carrier_14
ORD3114,2023-04-18,992.58,403.7,11.0,36.6,Central,,Delivered,Carrier_20
ORD7062,2023-08-12,802.86,115.4,34.1,26.0,East,Sunny,Cancelled,Carrier_12
ORD6485,2023-07-05,823.1,267.5,2.6,36.2,South,,Delayed,Carrier_38
ORD5211,2023-10-14,536.2,439.1,3.7,10.0,South,Sunny,Delayed,Carrier_46
ORD4234,2023-05-12,104.05,287.8,25.9,55.2,North,,Delayed,Carrier_7
ORD9530,2023-08-25,84.12,274.3,17.6,45.3,South,Rainy,Delivered,Carrier_18
ORD4858,2023-01-30,387.81,184.7,21.1,34.2,South,,Cancelled,Carrier_27
ORD3558,2023-10-06,678.29,142.7,14.2,,Central,,Delayed,Carrier_35
ORD4604,2023-09-23,818.93,371.5,29.1,41.9,West,,Delayed,Carrier_35
ORD8312,2023-09-26,674.64,361.1,6.5,16.2,West,Snowy,Delivered,Carrier_30
ORD5970,2023-12-09,,,39.5,20.1,West,,Cancelled,Carrier_28
ORD1601,2023-01-23,92.93,347.3,39.9,44.2,East,Snowy,Delivered,Carrier_11
ORD2878,2023-01-22,772.26,447.5,44.6,24.8,South,Rainy,Delivered,Carrier_22
ORD4456,2023-07-06,,273.2,29.5,26.8,West,Snowy,Cancelled,Carrier_33
ORD4788,2023-11-01,397.75,336.5,24.8,14.3,East,Rainy,Delayed,Carrier_31
ORD9936,2023-09-05,69.32,291.9,19.3,27.5,East,Sunny,Delayed,Carrier_25
ORD5928,2023-01-11,,314.7,44.8,50.3,East,Sunny,Cancelled,Carrier_44
ORD7064,2023-10-13,92.06,385.6,35.9,,East,Rainy,Delayed,Carrier_47
ORD4599,2023-12-10,,323.2,48.0,17.7,East,,Delivered,Carrier_2
ORD6142,2023-05-16,702.51,228.6,32.7,48.9,South,Snowy,Cancelled,Carrier_35
ORD4474,2023-05-20,,261.2,42.4,50.0,Central,,Delivered,Carrier_14
ORD8809,2023-10-30,,226.9,42.6,43.4,South,Snowy,Delivered,Carrier_19
ORD5851,2023-04-02,855.5,,35.8,3.6,East,Snowy,Delayed,Carrier_14
ORD1436,2023-05-25,544.24,245.4,34.6,25.0,Central,Snowy,Cancelled,Carrier_23
ORD6057,2023-06-09,538.6,371.3,7.8,10.2,South,Sunny,Delayed,Carrier_48
ORD6327,2023-10-15,606.82,175.8,46.2,,West,Snowy,Cancelled,Carrier_27
ORD8734,2023-12-22,532.71,425.5,17.4,5.4,West,Sunny,Cancelled,Carrier_12
ORD5145,2023-07-20,446.98,,41.1,49.0,South,,Delivered,Carrier_5
ORD2485,2023-09-15,776.0,124.3,2.1,15.9,South,Sunny,Delayed,Carrier_28
ORD2320,2023-06-17,869.02,231.0,24.1,38.1,South,,Cancelled,Carrier_45
ORD9254,2023-06-23,203.2,488.2,3.3,30.4,North,,Delivered,Carrier_19
ORD7463,2023-08-10,258.11,288.0,4.7,25.4,Central,,Cancelled,Carrier_44
ORD5927,2023-08-13,399.33,225.0,38.7,25.1,North,Sunny,Delayed,Carrier_29
ORD9622,2023-09-15,221.73,412.1,2.6,13.6,West,,Cancelled,Carrier_7
ORD9381,2023-04-28,358.08,243.7,4.6,36.1,North,Snowy,Delivered,Carrier_14
ORD4247,2023-10-03,909.76,177.3,22.1,38.1,East,,Delayed,Carrier_22
ORD4811,2023-12-20,,132.9,14.4,24.1,West,Snowy,Delayed,Carrier_29
ORD6834,2023-02-23,798.13,253.4,22.8,26.7,North,Rainy,Delayed,Carrier_30
ORD3209,2023-01-27,566.54,160.4,36.5,55.3,East,Sunny,Delivered,Carrier_41
ORD4802,2023-06-07,322.37,199.4,24.2,44.7,South,,Delayed,Carrier_44
ORD8849,2023-10-08,783.14,329.9,14.7,10.0,East,Rainy,Cancelled,Carrier_10
ORD6799,2023-07-02,,302.9,27.4,39.7,East,,Delayed,Carrier_30
ORD2808,2023-03-04,179.85,,5.0,1.0,Central,Snowy,Cancelled,Carrier_19
ORD3817,2023-05-28,478.8,490.8,30.3,20.4,West,Sunny,Delivered,Carrier_23
ORD9336,2023-04-25,970.78,328.7,16.9,47.9,West,Sunny,Delivered,Carrier_40
ORD9179,2023-06-16,83.89,111.0,34.8,58.5,West,Sunny,Delayed,Carrier_50
ORD1125,2023-02-07,864.47,,25.9,,East,Sunny,Delayed,Carrier_5
ORD1655,2023-01-05,841.95,74.7,46.8,41.7,North,,Cancelled,Carrier_10
ORD1229,2023-11-08,,,24.2,,South,Sunny,Delivered,Carrier_2
ORD2205,2023-07-27,255.12,109.8,13.8,29.3,Central,Snowy,Cancelled,Carrier_8
ORD9214,2023-04-19,372.12,17.2,7.0,43.1,East,,Delayed,Carrier_4
ORD8329,2023-07-10,683.49,72.2,11.1,9.9,North,Snowy,Delayed,Carrier_25
ORD7729,2023-10-03,,490.0,7.3,1.9,West,Snowy,Delivered,Carrier_34
ORD3044,2023-12-26,974.81,474.8,11.7,26.9,East,Rainy,Cancelled,Carrier_45
ORD4273,2023-11-29,797.45,188.0,36.9,33.0,Central,Rainy,Cancelled,Carrier_31
ORD7549,2023-01-24,,332.9,44.8,33.4,East,Snowy,Delivered,Carrier_3
ORD7067,2023-12-25,475.56,314.0,33.5,,Central,Rainy,Delayed,Carrier_17
ORD4313,2023-01-22,608.84,426.1,39.6,20.2,South,Sunny,Delivered,Carrier_22
ORD3362,2023-01-25,564.01,304.8,44.9,23.4,West,Snowy,Delivered,Carrier_18
ORD7328,2023-12-28,,172.5,37.8,36.4,North,,Cancelled,Carrier_41
ORD8274,2023-04-05,,456.6,17.9,57.3,North,Rainy,Delivered,Carrier_35
ORD4457,2023-12-04,50.87,67.8,47.6,9.2,West,Rainy,Delivered,Carrier_24
ORD1967,2023-02-18,661.37,,21.2,30.8,South,Snowy,Cancelled,Carrier_2
ORD4001,2023-06-08,989.59,433.4,36.5,50.3,East,Rainy,Cancelled,Carrier_21
ORD8803,2023-03-26,589.99,122.3,41.3,27.0,North,Snowy,Delayed,Carrier_2
ORD4277,2023-06-16,429.35,164.3,25.7,39.7,East,Snowy,Delayed,Carrier_32
ORD4747,2023-05-25,930.34,,31.5,44.5,North,Rainy,Delayed,Carrier_28
ORD1620,2023-09-14,494.26,213.3,25.6,,South,Rainy,Delayed,Carrier_6
ORD2114,2023-05-17,813.17,69.9,14.8,51.4,Central,Rainy,Delivered,Carrier_20
ORD8707,2023-05-07,55.84,139.7,4.2,22.3,Central,Rainy,Delivered,Carrier_3
ORD1636,2023-09-02,265.34,299.3,27.8,50.2,North,Rainy,Delayed,Carrier_5
ORD6324,2023-03-07,,161.4,47.8,17.7,East,Snowy,Delivered,Carrier_42
ORD4812,2023-06-20,286.57,18.3,8.9,,North,Rainy,Delayed,Carrier_6
ORD5912,2023-06-13,385.11,307.0,6.0,25.7,West,,Cancelled,Carrier_43
ORD4028,2023-11-12,960.06,348.0,33.0,,South,Rainy,Delivered,Carrier_10
ORD4586,2023-08-29,404.28,392.0,47.5,39.4,South,,Delayed,Carrier_23
ORD9793,2023-11-11,402.22,207.9,12.7,4.2,North,Snowy,Delayed,Carrier_40
ORD3375,2023-11-07,634.41,245.9,13.3,47.9,West,Snowy,Delivered,Carrier_24
ORD2695,2023-01-24,454.17,203.5,6.1,38.3,South,Sunny,Cancelled,Carrier_3
ORD1509,2023-02-02,270.15,462.8,14.8,58.3,East,Sunny,Cancelled,Carrier_38
ORD2315,2023-09-02,434.49,265.1,43.4,2.0,North,,Delivered,Carrier_36
ORD2686,2023-10-16,208.5,462.4,35.5,59.3,North,Sunny,Delivered,Carrier_3
ORD1705,2023-12-22,463.19,142.1,33.6,24.6,Central,Sunny,Cancelled,Carrier_33
ORD4355,2023-05-01,809.76,356.9,20.3,13.8,South,,Cancelled,Carrier_24
ORD6293,2023-03-25,530.47,,20.2,,Central,Snowy,Delivered,Carrier_36
ORD7065,2023-06-16,336.58,295.9,27.9,7.8,South,Sunny,Cancelled,Carrier_35
ORD3745,2023-11-14,681.03,102.1,11.2,7.7,East,,Delayed,Carrier_22
ORD6717,2023-01-27,,186.7,10.8,35.0,South,Rainy,Cancelled,Carrier_48
ORD2611,2023-09-25,200.67,113.0,32.8,42.9,East,Snowy,Delayed,Carrier_24
ORD8894,2023-04-11,250.1,384.5,2.0,27.6,South,Sunny,Cancelled,Carrier_27
ORD8375,2023-09-24,905.01,471.1,18.6,27.5,East,Snowy,Delayed,Carrier_38
ORD5592,2023-09-29,471.0,227.8,6.6,34.1,North,Rainy,Delivered,Carrier_24
ORD1939,2023-04-06,273.88,443.0,4.0,42.3,South,Snowy,Delivered,Carrier_11
ORD1087,2023-08-20,456.28,214.4,18.1,39.9,North,,Delivered,Carrier_42
ORD7648,2023-09-11,,183.0,38.5,51.7,Central,Snowy,Delivered,Carrier_22
ORD9208,2023-07-29,610.51,,30.7,9.4,South,,Delayed,Carrier_29
ORD7265,2023-08-03,495.03,350.1,22.0,40.7,South,,Cancelled,Carrier_7
ORD7049,2023-05-02,442.89,418.2,42.9,24.5,East,Snowy,Cancelled,Carrier_34
ORD8341,2023-05-17,155.65,62.4,8.1,,Central,,Cancelled,Carrier_24
ORD4715,2023-05-22,850.07,107.8,36.7,36.1,Central,Rainy,Delivered,Carrier_50
ORD1698,2023-09-17,204.5,404.7,24.1,55.7,North,Snowy,Delivered,Carrier_6
ORD8461,2023-09-08,641.4,124.8,37.4,,East,Snowy,Delivered,Carrier_16
ORD7800,2023-05-25,267.05,,36.9,28.1,West,Sunny,Delivered,Carrier_8
ORD3918,2023-10-28,735.73,339.6,30.3,59.4,South,Rainy,Delivered,Carrier_7
ORD1810,2023-01-13,944.34,61.9,19.9,53.4,South,Sunny,Cancelled,Carrier_19
ORD4099,2023-11-04,127.15,317.2,13.5,58.5,East,,Cancelled,Carrier_36
ORD3422,2023-04-26,142.53,372.9,41.9,4.0,East,Snowy,Delayed,Carrier_2
ORD2777,2023-11-20,549.7,53.2,27.4,,North,Snowy,Delivered,Carrier_28
ORD4403,2023-06-05,182.34,195.1,8.3,35.6,South,Sunny,Cancelled,Carrier_12
ORD1999,2023-01-08,718.29,319.3,25.8,7.9,East,Rainy,Delayed,Carrier_46
ORD1299,2023-08-09,408.34,418.6,39.6,59.0,West,Rainy,Delayed,Carrier_38
ORD8723,2023-11-05,,405.4,26.4,53.6,North,Sunny,Cancelled,Carrier_2
ORD1003,2023-07-04,675.31,,36.7,42.5,South,,Cancelled,Carrier_45
ORD7573,2023-06-29,126.67,452.8,28.7,46.6,West,Rainy,Delayed,Carrier_27
ORD3204,2023-01-18,377.15,,9.0,,North,Snowy,Delivered,Carrier_34
ORD2348,2023-11-10,529.14,303.6,9.2,33.5,North,,Cancelled,Carrier_22
ORD1557,2023-12-26,251.14,239.9,15.1,26.2,Central,,Delayed,Carrier_47
ORD6681,2023-01-15,500.6,,14.6,30.8,North,Snowy,Delayed,Carrier_15
ORD1319,2023-10-26,323.95,197.1,7.1,30.5,Central,Rainy,Cancelled,Carrier_5
ORD8699,2023-05-25,447.76,180.0,12.6,25.2,East,Sunny,Delivered,Carrier_31
ORD9037,2023-08-24,478.78,50.7,33.6,25.9,Central,Rainy,Cancelled,Carrier_23
ORD6833,2023-04-12,485.82,,12.0,59.4,West,,Delayed,Carrier_24
ORD7190,2023-03-01,981.32,397.4,17.0,53.3,South,Sunny,Cancelled,Carrier_25
ORD9020,2023-03-12,924.32,47.8,45.7,41.4,Central,Rainy,Delayed,Carrier_11
ORD3891,2023-08-28,864.71,372.8,18.8,43.9,North,Rainy,Delayed,Carrier_35
ORD3401,2023-03-28,278.63,332.4,2.0,36.7,East,Sunny,Cancelled,Carrier_46
ORD5079,2023-06-20,728.57,261.7,29.0,50.1,Central,,Delivered,Carrier_33
ORD7021,2023-02-10,205.02,50.5,21.2,28.5,South,Sunny,Delayed,Carrier_25
ORD2178,2023-04-19,312.73,,4.1,35.1,West,Snowy,Cancelled,Carrier_25
ORD6910,2023-11-02,,73.3,38.4,12.9,East,Sunny,Cancelled,Carrier_15
ORD9915,2023-09-15,990.8,167.7,10.3,50.9,East,,Delayed,Carrier_26
ORD2556,2023-07-20,375.31,259.2,36.1,27.6,North,Sunny,Delivered,Carrier_3
ORD5144,2023-08-11,624.99,454.8,45.6,13.5,North,Snowy,Delivered,Carrier_23
ORD8662,2023-04-08,634.6,390.3,34.8,35.3,North,Snowy,Cancelled,Carrier_25
ORD8443,2023-03-22,906.91,92.1,32.5,12.0,Central,Rainy,Cancelled,Carrier_20
ORD3798,2023-05-31,585.14,181.1,2.9,,West,Rainy,Cancelled,Carrier_50
ORD3483,2023-02-01,701.26,121.1,45.8,,North,Rainy,Delayed,Carrier_50
ORD1203,2023-02-12,291.52,473.0,16.2,20.1,East,Sunny,Delayed,Carrier_48
ORD4029,2023-04-10,200.46,58.3,10.9,56.4,East,Sunny,Delivered,Carrier_33
ORD5517,2023-06-18,710.84,44.3,29.3,56.2,East,Snowy,Delivered,Carrier_7
ORD8523,2023-05-28,759.73,,33.4,47.1,North,Rainy,Delayed,Carrier_23
ORD9072,2023-07-01,943.57,445.2,36.0,20.4,East,,Delivered,Carrier_15
ORD8754,2023-09-27,345.32,76.9,41.5,41.1,South,Sunny,Cancelled,Carrier_8
ORD7635,2023-06-02,213.28,,7.6,2.8,North,,Delivered,Carrier_27
ORD5096,2023-01-18,932.01,288.2,7.6,28.1,East,Snowy,Cancelled,Carrier_4
ORD3032,2023-01-23,61.33,398.8,31.4,33.9,North,,Delayed,Carrier_26
ORD6426,2023-06-04,182.57,429.0,15.3,44.5,East,,Delayed,Carrier_20
ORD4321,2023-12-19,257.41,488.3,20.0,50.0,South,Sunny,Cancelled,Carrier_17
ORD7466,2023-07-31,893.66,407.0,19.0,54.8,North,,Delivered,Carrier_39
ORD8227,2023-06-10,305.05,168.9,23.1,38.3,East,,Delivered,Carrier_20
ORD8222,2023-10-22,245.14,435.5,15.2,33.2,West,Rainy,Delayed,Carrier_40
ORD7870,2023-10-06,102.93,424.2,21.7,22.9,Central,Snowy,Cancelled,Carrier_27
ORD6067,2023-02-04,331.02,216.6,2.7,,South,Snowy,Cancelled,Carrier_36
ORD1128,2023-11-19,54.11,272.0,13.0,6.5,East,Rainy,Delivered,Carrier_18
ORD4408,2023-07-23,685.75,266.9,29.0,1.3,Central,Rainy,Delivered,Carrier_11
ORD1807,2023-07-02,656.3,88.2,44.8,32.8,West,Snowy,Cancelled,Carrier_44
ORD3440,2023-07-11,762.33,479.7,47.3,19.1,North,Snowy,Delivered,Carrier_21
ORD4921,2023-06-15,,442.6,18.2,,South,Rainy,Delayed,Carrier_24
ORD6010,2023-11-29,,144.6,37.9,54.3,East,Sunny,Delayed,Carrier_29
ORD1372,2023-08-07,540.68,278.8,28.5,36.0,North,Sunny,Delayed,Carrier_6
ORD1471,2023-05-20,749.22,255.7,27.1,16.2,South,Snowy,Cancelled,Carrier_35
ORD8836,2023-12-06,127.92,158.1,41.8,34.2,West,,Delayed,Carrier_30
ORD1691,2023-03-10,778.85,77.7,34.5,20.2,South,Snowy,Delivered,Carrier_50
ORD5893,2023-04-16,,215.4,30.5,55.9,Central,Rainy,Delayed,Carrier_15
ORD1071,2023-11-11,342.71,255.2,40.0,2.8,North,Sunny,Cancelled,Carrier_24
ORD7482,2023-09-06,841.74,71.4,45.2,42.3,East,,Cancelled,Carrier_23
ORD9270,2023-09-04,881.07,332.2,1.4,48.9,South,Snowy,Delivered,Carrier_36
ORD8164,2023-01-09,775.2,26.5,17.9,49.7,North,Sunny,Delivered,Carrier_20
ORD8307,2023-12-27,,359.0,18.3,56.2,East,Snowy,Delayed,Carrier_15
ORD8050,2023-01-05,272.7,207.3,48.0,6.6,North,Snowy,Delivered,Carrier_46
ORD5904,2023-08-28,978.78,80.7,16.3,,West,Snowy,Delivered,Carrier_36
ORD9231,2023-05-28,944.0,324.0,12.2,58.2,Central,Sunny,Delivered,Carrier_22
ORD7692,2023-10-02,695.21,470.8,45.3,30.9,Central,Sunny,Delivered,Carrier_8
ORD6671,2023-12-01,359.96,92.1,11.4,,West,,Delivered,Carrier_9
ORD4388,2023-12-18,294.41,,37.0,,East,Snowy,Delayed,Carrier_6
ORD9526,2023-10-25,546.17,369.5,37.5,15.9,Central,Rainy,Cancelled,Carrier_37
ORD8157,2023-05-31,428.11,474.2,33.3,37.8,Central,,Delayed,Carrier_7
ORD6078,2023-10-29,589.97,186.3,8.9,45.1,East,Rainy,Delivered,Carrier_40
ORD3360,2023-11-27,591.83,,44.0,45.5,West,Snowy,Delayed,Carrier_12
ORD6657,2023-09-26,569.95,249.7,6.8,55.4,South,,Delayed,Carrier_42
ORD2530,2023-03-31,560.97,55.7,38.0,40.7,East,,Delayed,Carrier_19
ORD8271,2023-01-07,822.53,17.8,34.8,28.8,West,Rainy,Delayed,Carrier_26
ORD3291,2023-09-14,983.48,207.9,20.4,2.6,North,Snowy,Cancelled,Carrier_49
ORD8995,2023-01-06,153.24,421.4,13.6,,North,Snowy,Delivered,Carrier_22
ORD9660,2023-03-03,599.37,47.4,22.0,36.7,South,Snowy,Delayed,Carrier_14
ORD9271,2023-06-11,864.58,247.3,21.1,14.9,West,Sunny,Delivered,Carrier_22
ORD6699,2023-06-20,689.86,302.4,28.2,38.3,West,,Delayed,Carrier_27
ORD5012,2023-05-02,642.93,165.7,25.4,7.8,West,Snowy,Cancelled,Carrier_46
ORD7236,2023-05-28,233.08,88.7,41.3,33.6,South,Snowy,Delayed,Carrier_9
ORD3119,2023-12-21,336.25,474.0,36.5,9.4,West,Rainy,Delayed,Carrier_14
ORD9664,2023-06-05,495.91,246.7,43.6,48.5,Central,,Cancelled,Carrier_33
ORD2259,2023-11-20,715.92,194.2,45.0,12.5,East,,Delivered,Carrier_23
ORD5495,2023-01-20,429.39,398.7,9.5,45.4,Central,Rainy,Delayed,Carrier_38
ORD9337,2023-10-29,705.62,,6.1,18.3,South,Snowy,Cancelled,Carrier_1
ORD6621,2023-10-05,71.76,198.4,42.7,30.6,East,Sunny,Cancelled,Carrier_36
ORD1346,2023-07-03,651.34,74.1,28.4,54.6,East,Rainy,Delivered,Carrier_21
ORD9857,2023-12-21,453.95,127.4,46.9,6.1,Central,Rainy,Delayed,Carrier_26
ORD5451,2023-11-07,622.41,47.1,47.7,37.3,North,,Delayed,Carrier_17
ORD8756,2023-08-06,929.35,488.3,24.8,41.7,North,Sunny,Delivered,Carrier_34
ORD5616,2023-01-01,815.88,402.1,15.6,31.1,East,Snowy,Cancelled,Carrier_4
ORD7369,2023-06-29,745.91,244.0,42.3,58.2,East,Rainy,Delayed,Carrier_45
ORD7869,2023-03-28,388.76,326.8,41.6,39.1,West,Snowy,Delayed,Carrier_35
ORD5367,2023-08-15,733.02,201.4,3.1,19.2,South,Rainy,Cancelled,Carrier_48
ORD2602,2023-01-21,813.0,454.7,40.6,9.4,West,Sunny,Delayed,Carrier_3
ORD9302,2023-06-25,307.52,347.3,9.6,46.4,Central,Sunny,Delayed,Carrier_16
ORD7593,2023-07-06,720.8,125.1,17.2,13.5,East,Rainy,Delivered,Carrier_3
ORD5280,2023-04-05,813.62,484.3,41.0,4.8,Central,,Cancelled,Carrier_34
ORD2848,2023-04-27,852.69,95.4,17.1,23.7,South,Sunny,Delivered,Carrier_2
ORD7643,2023-06-19,229.65,,8.5,57.7,North,Rainy,Delivered,Carrier_4
ORD3979,2023-07-01,131.05,355.1,7.3,41.8,Central,Snowy,Cancelled,Carrier_6
ORD6505,2023-09-24,922.87,406.4,16.9,51.8,South,Snowy,Cancelled,Carrier_39
ORD8692,2023-12-10,869.46,288.4,47.7,,South,,Delivered,Carrier_13
ORD8821,2023-07-29,707.22,78.4,8.9,42.1,North,Rainy,Delivered,Carrier_25
ORD6677,2023-10-18,,445.6,10.7,,East,Rainy,Delayed,Carrier_11
ORD7032,2023-05-26,732.94,,26.1,59.3,Central,Rainy,Cancelled,Carrier_38
ORD9346,2023-06-02,268.59,241.7,11.0,33.2,Central,Snowy,Cancelled,Carrier_48
ORD9208,2023-12-26,446.79,238.8,14.4,34.8,East,Snowy,Cancelled,Carrier_20
ORD7669,2023-04-11,513.63,82.2,2.7,11.2,East,Snowy,Delivered,Carrier_14
ORD8793,2023-01-11,891.27,335.7,12.4,57.4,West,Rainy,Delivered,Carrier_40
ORD5630,2023-10-06,224.06,209.5,30.8,15.9,West,Snowy,Delivered,Carrier_42
ORD1407,2023-07-06,164.39,121.2,13.6,9.8,South,Snowy,Cancelled,Carrier_8
ORD1870,2023-02-17,507.78,19.4,21.2,12.1,East,Rainy,Cancelled,Carrier_8
ORD3051,2023-04-23,467.14,352.7,26.4,39.6,Central,Snowy,Cancelled,Carrier_47
ORD8830,2023-05-18,696.01,341.4,37.8,12.3,North,Sunny,Delayed,Carrier_39
ORD9078,2023-06-27,642.7,350.1,19.9,9.2,North,Rainy,Cancelled,Carrier_25
ORD4629,2023-10-19,433.51,369.0,19.7,46.4,South,,Delayed,Carrier_29
ORD4251,2023-02-01,,55.8,28.1,59.1,West,Snowy,Cancelled,Carrier_22
ORD1524,2023-06-28,536.99,160.6,14.0,,East,Snowy,Delivered,Carrier_14
ORD1806,2023-02-04,365.48,372.7,45.9,32.3,South,Sunny,Delayed,Carrier_30
ORD3759,2023-01-02,426.58,370.3,2.5,57.5,West,Sunny,Delivered,Carrier_12
ORD2459,2023-01-25,771.41,,34.8,8.8,North,,Cancelled,Carrier_14
ORD7440,2023-12-11,,,39.2,59.8,South,Snowy,Delivered,Carrier_37
ORD7233,2023-11-12,380.91,251.7,5.1,12.9,West,Rainy,Delayed,Carrier_21
ORD4881,2023-10-03,495.34,54.7,6.9,3.0,North,Rainy,Delivered,Carrier_5
ORD5698,2023-02-06,508.65,379.7,16.4,43.3,West,Rainy,Delayed,Carrier_3
ORD2212,2023-06-29,,142.2,30.2,5.7,West,Sunny,Delivered,Carrier_47
ORD9595,2023-04-29,64.26,217.0,22.3,42.7,South,Sunny,Delayed,Carrier_10
ORD1535,2023-12-26,399.78,105.0,42.9,38.9,South,,Cancelled,Carrier_27
ORD8416,2023-06-03,953.32,,38.2,15.2,East,Snowy,Delivered,Carrier_10
ORD9301,2023-07-14,873.61,374.7,42.2,26.6,East,Snowy,Cancelled,Carrier_13
ORD4691,2023-08-02,308.27,,25.7,4.4,South,Rainy,Delivered,Carrier_20
ORD6534,2023-09-18,375.58,496.9,23.2,50.5,West,Snowy,Delayed,Carrier_27
ORD7438,2023-07-30,709.26,247.8,42.4,4.9,East,Rainy,Cancelled,Carrier_41
ORD2477,2023-03-30,630.01,155.2,29.5,28.0,West,Snowy,Delivered,Carrier_50
ORD1201,2023-04-11,466.03,56.3,9.2,33.7,South,,Cancelled,Carrier_7
ORD6379,2023-06-04,,361.9,29.9,13.6,Central,,Delayed,Carrier_29
ORD2759,2023-10-02,299.41,263.6,39.8,,West,Sunny,Delivered,Carrier_49
ORD6741,2023-02-20,756.94,112.1,4.5,34.2,Central,Snowy,Delayed,Carrier_42
ORD7179,2023-09-06,425.96,273.4,44.6,21.3,East,Snowy,Delivered,Carrier_50
ORD9950,2023-10-21,945.19,189.4,40.4,28.7,West,Rainy,Cancelled,Carrier_21
ORD5824,2023-07-03,,370.6,3.5,30.5,Central,Snowy,Delayed,Carrier_30
ORD1497,2023-11-18,982.19,29.7,20.9,41.6,Central,Rainy,Cancelled,Carrier_14
ORD8062,2023-01-31,498.92,,26.9,14.9,North,Sunny,Delivered,Carrier_42
ORD4741,2023-01-24,496.88,113.2,9.9,55.2,North,,Cancelled,Carrier_22
ORD9591,2023-02-07,,249.7,29.9,37.5,South,Rainy,Delivered,Carrier_10
ORD3584,2023-07-20,998.57,170.2,37.8,45.0,East,Snowy,Delayed,Carrier_25
ORD1353,2023-10-20,238.72,,26.3,55.4,South,Rainy,Cancelled,Carrier_12
ORD1523,2023-11-20,931.67,385.9,1.0,48.8,North,Sunny,Delayed,Carrier_21
ORD9334,2023-06-28,988.18,12.9,34.5,19.4,West,,Delayed,Carrier_42
ORD4262,2023-06-07,399.04,25.1,3.1,19.8,West,,Cancelled,Carrier_40
ORD7437,2023-05-15,192.03,356.8,10.8,21.2,East,Snowy,Delivered,Carrier_5
ORD9780,2023-12-29,196.36,220.1,16.5,,South,Sunny,Cancelled,Carrier_27
