Transaction_ID,Store_ID,Category,Transaction_Amount,Quantity,Date,Customer_Age,Payment_Method
15676,31,Books,329.34,9,2023-11-08,65,Cash
15677,11,Home Goods,492.74,3,2023-04-26,38,Credit Card
15678,56,Clothing,377.31,9,2023-01-13,19,Online Payment
15679,38,Sports,134.47,4,2023-06-22,33,Debit Card
15680,21,Electronics,251.76,8,2023-03-09,39,Credit Card
15681,94,Sports,34.39,6,2023-08-12,34,Credit Card
15682,10,Sports,270.52,1,2023-06-10,58,Online Payment
15683,26,Home Goods,58.74,8,2023-06-19,52,Debit Card
15684,91,Clothing,399.36,4,2023-08-25,19,Debit Card
15685,8,Home Goods,37.79,1,2023-06-10,42,Debit Card
15686,8,Groceries,14.59,4,2023-12-19,43,Credit Card
15687,60,Clothing,432.16,3,2023-12-03,61,Credit Card
15688,72,Books,471.85,2,2023-06-28,48,Credit Card
15689,34,Clothing,52.41,8,2023-05-20,50,Cash
15690,16,Clothing,146.67,6,2023-12-26,35,Cash
15691,13,Home Goods,373.43,8,2023-11-19,67,Cash
15692,87,Sports,274.43,8,2023-03-25,66,Debit Card
15693,76,Sports,475.13,5,2023-12-13,41,Credit Card
15694,91,Sports,200.7,2,2023-05-01,31,Debit Card
15695,22,Sports,11.63,5,2023-05-18,41,Online Payment
15696,96,Sports,19.68,6,2023-08-17,60,Debit Card
15697,27,Groceries,286.78,8,2023-03-21,57,Online Payment
15698,64,Electronics,378.53,2,2023-02-21,22,Online Payment
15699,2,Books,397.4,7,2023-09-15,43,Online Payment
15700,97,Clothing,456.64,9,2023-05-10,19,Cash
15701,26,Electronics,122.25,9,2023-03-04,29,Online Payment
15702,92,Groceries,371.82,4,2023-10-02,52,Debit Card
15703,83,Sports,415.28,6,2023-06-25,60,Online Payment
15704,69,Groceries,419.77,6,2023-10-01,52,Credit Card
15705,97,Books,211.66,7,2023-04-18,46,Online Payment
15706,84,Books,316.73,7,2023-11-24,49,Credit Card
15707,30,Groceries,280.27,2,2023-08-26,47,Credit Card
15708,8,Electronics,302.77,5,2023-11-03,33,Online Payment
15709,38,Clothing,148.2,1,2023-03-21,55,Cash
15710,61,Home Goods,344.78,2,2023-01-05,19,Online Payment
15711,81,Home Goods,357.91,6,2023-11-28,66,Debit Card
15712,65,Books,106.01,5,2023-07-18,63,Credit Card
15713,67,Clothing,227.38,8,2023-01-25,35,Cash
15714,46,Sports,216.83,1,2023-09-24,26,Credit Card
15715,90,Groceries,376.99,9,2023-04-07,18,Cash
15716,95,Sports,336.59,4,2023-12-10,69,Debit Card
15717,72,Books,243.34,1,2023-03-15,39,Online Payment
15718,43,Groceries,329.74,5,2023-03-11,38,Cash
15719,59,Home Goods,138.8,9,2023-06-03,35,Credit Card
15720,46,Books,123.85,7,2023-12-09,44,Cash
15721,72,Books,127.56,3,2023-07-26,69,Credit Card
15722,35,Clothing,24.45,8,2023-04-26,61,Debit Card
15723,39,Electronics,348.63,2,2023-08-01,34,Credit Card
15724,92,Books,493.07,4,2023-08-27,27,Debit Card
15725,51,Electronics,161.43,7,2023-11-20,48,Credit Card
15726,4,Clothing,465.62,4,2023-05-15,43,Credit Card
15727,80,Books,307.21,9,2023-06-13,21,Credit Card
15728,77,Books,120.22,3,2023-09-11,33,Cash
15729,84,Home Goods,15.81,1,2023-10-24,28,Credit Card
15730,51,Groceries,364.63,2,2023-05-05,18,Online Payment
15731,5,Electronics,351.32,9,2023-08-21,52,Credit Card
15732,55,Home Goods,122.33,5,2023-03-10,32,Online Payment
15733,20,Books,173.03,5,2023-03-10,49,Online Payment
15734,24,Clothing,450.04,5,2023-05-26,62,Credit Card
15735,36,Sports,87.04,1,2023-11-26,27,Cash
15736,34,Home Goods,419.37,3,2023-09-17,23,Online Payment
15737,54,Home Goods,92.92,3,2023-12-18,40,Debit Card
15738,34,Sports,246.05,2,2023-06-18,43,Debit Card
15739,83,Books,254.49,7,2023-06-15,22,Debit Card
15740,17,Home Goods,241.32,5,2023-02-14,41,Cash
15741,5,Electronics,151.09,1,2023-02-08,30,Online Payment
15742,89,Books,134.15,1,2023-11-21,31,Debit Card
15743,18,Electronics,369.25,4,2023-09-01,36,Credit Card
15744,55,Electronics,145.08,8,2023-11-03,19,Credit Card
15745,53,Home Goods,308.86,9,2023-10-03,63,Online Payment
15746,50,Books,424.85,3,2023-12-04,66,Credit Card
15747,72,Home Goods,420.15,8,2023-08-02,43,Cash
15748,91,Home Goods,91.9,8,2023-02-11,60,Credit Card
15749,79,Books,330.82,7,2023-12-24,48,Credit Card
15750,45,Books,305.12,1,2023-07-27,48,Online Payment
15751,13,Books,148.17,7,2023-02-26,37,Credit Card
15752,16,Books,201.81,4,2023-05-25,44,Debit Card
15753,86,Clothing,149.71,1,2023-07-03,57,Debit Card
15754,84,Books,273.16,8,2023-09-20,36,Credit Card
15755,13,Sports,403.78,3,2023-05-28,45,Online Payment
15756,20,Books,439.98,4,2023-02-12,60,Cash
15757,66,Home Goods,364.18,1,2023-09-16,63,Online Payment
15758,99,Sports,246.89,8,2023-10-07,31,Cash
15759,47,Groceries,479.47,8,2023-09-18,58,Online Payment
15760,19,Electronics,286.3,7,2023-03-21,23,Debit Card
15761,45,Clothing,244.49,3,2023-10-16,29,Debit Card
15762,37,Sports,429.82,2,2023-06-25,24,Credit Card
15763,54,Electronics,100.47,4,2023-05-23,33,Credit Card
15764,6,Clothing,87.36,2,2023-03-14,56,Debit Card
15765,14,Books,393.45,1,2023-07-01,36,Online Payment
15766,4,Electronics,436.58,9,2023-10-08,52,Credit Card
15767,86,Home Goods,45.66,5,2023-07-27,48,Cash
15768,55,Home Goods,384.4,3,2023-06-26,55,Credit Card
15769,100,Books,217.99,3,2023-06-15,25,Online Payment
15770,34,Electronics,354.83,9,2023-04-09,59,Cash
15771,27,Books,76.13,1,2023-06-25,63,Debit Card
15772,7,Books,486.78,1,2023-05-11,27,Credit Card
15773,3,Clothing,441.83,3,2023-12-26,34,Debit Card
15774,47,Electronics,208.93,5,2023-03-28,55,Credit Card
15775,97,Groceries,447.75,1,2023-07-20,47,Online Payment
15776,2,Books,448.51,5,2023-07-25,37,Debit Card
15777,80,Clothing,236.01,5,2023-10-14,54,Cash
15778,25,Clothing,473.97,6,2023-10-23,44,Credit Card
15779,60,Electronics,488.66,8,2023-02-11,45,Credit Card
15780,79,Sports,116.43,1,2023-07-05,63,Credit Card
15781,24,Books,42.67,9,2023-07-08,19,Debit Card
15782,15,Books,172.26,9,2023-09-23,41,Cash
15783,95,Electronics,249.53,1,2023-09-06,64,Online Payment
15784,14,Sports,55.41,6,2023-12-19,48,Online Payment
15785,54,Clothing,78.92,6,2023-04-02,19,Credit Card
15786,78,Home Goods,486.13,8,2023-10-20,45,Online Payment
15787,6,Books,371.28,8,2023-05-22,54,Online Payment
15788,78,Home Goods,438.72,2,2023-08-14,49,Debit Card
15789,81,Books,485.87,9,2023-04-15,24,Credit Card
15790,18,Electronics,195.29,1,2023-07-09,27,Cash
15791,20,Books,347.05,5,2023-05-14,68,Online Payment
15792,62,Sports,100.17,2,2023-03-24,21,Cash
15793,81,Books,280.32,1,2023-07-25,36,Cash
15794,80,Electronics,112.84,7,2023-05-13,30,Online Payment
15795,40,Groceries,88.61,9,2023-06-10,48,Online Payment
15796,39,Electronics,58.24,2,2023-11-07,53,Online Payment
15797,52,Electronics,294.07,8,2023-06-02,48,Online Payment
15798,32,Electronics,475.43,5,2023-02-02,40,Cash
15799,73,Electronics,69.89,6,2023-11-27,48,Online Payment
15800,27,Sports,256.13,7,2023-06-20,33,Credit Card
15801,52,Books,346.66,4,2023-02-15,39,Debit Card
15802,97,Sports,252.97,3,2023-09-20,26,Online Payment
15803,63,Sports,456.77,2,2023-01-17,38,Cash
15804,74,Groceries,91.48,1,2023-04-14,67,Debit Card
15805,63,Groceries,21.84,4,2023-12-10,18,Credit Card
15806,17,Books,197.73,6,2023-10-21,63,Debit Card
15807,49,Books,282.19,3,2023-07-21,32,Debit Card
15808,100,Electronics,134.71,3,2023-01-09,24,Online Payment
15809,81,Sports,92.53,8,2023-03-03,63,Credit Card
15810,82,Groceries,404.37,5,2023-12-21,44,Credit Card
15811,23,Home Goods,102.4,2,2023-05-07,50,Debit Card
15812,98,Electronics,226.91,9,2023-12-12,35,Online Payment
15813,72,Clothing,477.7,1,2023-01-03,23,Cash
15814,13,Sports,310.23,6,2023-08-25,41,Debit Card
15815,23,Electronics,253.88,5,2023-09-07,43,Credit Card
15816,57,Books,186.52,3,2023-12-01,25,Debit Card
15817,62,Electronics,264.99,1,2023-11-17,57,Debit Card
15818,54,Clothing,369.81,1,2023-08-10,24,Cash
15819,20,Books,413.04,5,2023-10-19,51,Debit Card
15820,86,Home Goods,328.43,7,2023-09-23,47,Credit Card
15821,52,Groceries,397.26,8,2023-05-26,68,Credit Card
15822,23,Groceries,53.32,3,2023-04-08,38,Credit Card
15823,35,Clothing,17.04,7,2023-10-28,29,Online Payment
15824,67,Clothing,369.86,8,2023-10-17,32,Credit Card
15825,34,Groceries,138.23,3,2023-08-15,37,Online Payment
15826,33,Home Goods,440.06,8,2023-10-15,51,Credit Card
15827,46,Home Goods,272.57,5,2023-06-01,61,Credit Card
15828,81,Electronics,244.48,5,2023-07-19,29,Credit Card
15829,45,Clothing,388.68,8,2023-08-28,23,Online Payment
15830,19,Clothing,373.14,6,2023-07-14,58,Online Payment
15831,94,Clothing,355.1,6,2023-03-05,52,Debit Card
15832,87,Books,348.05,6,2023-07-19,45,Credit Card
15833,15,Groceries,262.54,1,2023-03-24,42,Debit Card
15834,78,Groceries,463.97,1,2023-06-01,56,Cash
15835,66,Groceries,446.41,3,2023-06-01,22,Online Payment
15836,39,Home Goods,171.41,2,2023-06-03,41,Credit Card
15837,18,Groceries,404.3,9,2023-09-12,46,Online Payment
15838,70,Electronics,446.64,2,2023-05-27,46,Cash
15839,59,Books,312.94,4,2023-10-05,29,Online Payment
15840,32,Groceries,282.23,7,2023-05-16,25,Online Payment
15841,21,Books,339.22,7,2023-02-07,68,Credit Card
15842,40,Books,89.9,6,2023-08-14,64,Debit Card
15843,92,Home Goods,52.8,5,2023-07-04,63,Online Payment
15844,27,Clothing,411.87,6,2023-03-02,65,Cash
15845,2,Books,290.93,3,2023-07-12,19,Cash
15846,97,Electronics,70.03,7,2023-07-26,57,Credit Card
15847,80,Home Goods,214.0,6,2023-04-10,63,Cash
15848,39,Sports,156.13,4,2023-07-13,65,Online Payment
15849,86,Books,438.98,2,2023-07-25,67,Credit Card
15850,56,Books,258.54,1,2023-05-16,48,Debit Card
15851,13,Clothing,292.98,9,2023-10-07,19,Online Payment
15852,56,Groceries,125.29,8,2023-05-10,66,Online Payment
15853,66,Home Goods,401.54,4,2023-06-03,34,Credit Card
15854,78,Sports,465.75,1,2023-03-11,38,Online Payment
15855,56,Home Goods,398.32,4,2023-03-06,58,Credit Card
15856,28,Groceries,251.5,5,2023-02-02,29,Online Payment
15857,64,Home Goods,419.19,1,2023-07-03,64,Online Payment
15858,71,Sports,102.1,9,2023-11-08,57,Cash
15859,82,Home Goods,65.57,7,2023-04-15,20,Cash
15860,64,Electronics,224.73,7,2023-11-11,20,Debit Card
15861,56,Electronics,98.95,1,2023-12-03,42,Credit Card
15862,41,Groceries,136.99,9,2023-01-15,41,Debit Card
15863,100,Sports,296.71,8,2023-06-22,57,Cash
15864,41,Sports,207.91,6,2023-09-02,48,Debit Card
15865,100,Sports,434.28,4,2023-03-26,20,Debit Card
15866,4,Sports,120.55,6,2023-04-15,27,Debit Card
15867,57,Sports,498.43,4,2023-10-27,45,Credit Card
15868,30,Clothing,186.1,2,2023-07-10,50,Debit Card
15869,88,Home Goods,262.55,9,2023-11-26,39,Cash
15870,84,Books,74.84,2,2023-11-20,34,Credit Card
15871,46,Sports,293.86,7,2023-01-12,58,Cash
15872,56,Books,481.03,3,2023-03-12,69,Cash
15873,31,Electronics,377.2,4,2023-01-22,21,Debit Card
15874,88,Books,129.59,3,2023-07-03,69,Credit Card
15875,7,Books,226.88,3,2023-08-11,35,Debit Card
15876,90,Home Goods,218.46,6,2023-04-01,39,Online Payment
15877,77,Books,57.99,6,2023-07-02,68,Cash
15878,54,Groceries,444.07,2,2023-04-15,22,Online Payment
15879,8,Groceries,196.91,1,2023-09-10,33,Online Payment
15880,55,Sports,252.19,6,2023-12-20,29,Cash
15881,69,Clothing,152.71,1,2023-05-20,59,Cash
15882,44,Clothing,84.67,6,2023-06-13,51,Credit Card
15883,13,Home Goods,452.03,6,2023-07-11,58,Online Payment
15884,93,Clothing,28.32,1,2023-12-08,22,Debit Card
15885,20,Books,205.94,5,2023-06-25,20,Cash
15886,78,Groceries,368.04,4,2023-01-26,49,Debit Card
15887,32,Sports,161.34,6,2023-08-05,61,Online Payment
15888,60,Electronics,228.55,8,2023-02-16,18,Online Payment
15889,50,Books,286.59,1,2023-12-03,19,Online Payment
15890,27,Groceries,497.59,2,2023-07-10,62,Online Payment
15891,25,Groceries,381.57,2,2023-11-07,52,Debit Card
15892,52,Home Goods,483.89,9,2023-08-02,25,Debit Card
15893,68,Books,349.64,6,2023-03-04,68,Debit Card
15894,21,Clothing,141.84,9,2023-05-22,20,Online Payment
15895,18,Electronics,150.87,4,2023-08-01,41,Credit Card
15896,39,Electronics,413.01,9,2023-01-05,54,Cash
15897,15,Clothing,219.58,9,2023-10-24,41,Credit Card
15898,53,Sports,191.41,1,2023-04-26,40,Cash
15899,38,Clothing,473.1,9,2023-09-16,39,Debit Card
15900,48,Sports,16.48,5,2023-07-14,19,Credit Card
15901,52,Electronics,267.23,7,2023-12-26,30,Cash
15902,88,Books,389.79,5,2023-04-27,26,Debit Card
15903,72,Home Goods,370.72,2,2023-11-24,40,Credit Card
15904,28,Groceries,190.11,5,2023-08-19,42,Online Payment
15905,85,Books,272.47,1,2023-07-23,39,Cash
15906,16,Electronics,12.73,1,2023-03-26,58,Cash
15907,16,Electronics,272.07,2,2023-03-26,64,Cash
15908,35,Electronics,299.3,4,2023-07-03,51,Online Payment
15909,17,Groceries,438.65,9,2023-09-04,37,Debit Card
15910,73,Sports,113.26,6,2023-08-10,69,Debit Card
15911,99,Home Goods,414.32,9,2023-11-15,58,Cash
15912,52,Books,361.85,5,2023-12-05,34,Cash
15913,93,Books,336.36,9,2023-08-03,57,Cash
15914,82,Home Goods,203.25,1,2023-10-13,45,Credit Card
15915,12,Home Goods,190.04,1,2023-08-16,58,Online Payment
15916,83,Sports,354.6,6,2023-09-12,32,Credit Card
15917,48,Books,495.21,2,2023-01-22,31,Credit Card
15918,22,Clothing,208.62,7,2023-11-12,26,Cash
15919,49,Clothing,460.11,9,2023-08-28,23,Debit Card
15920,52,Home Goods,297.41,7,2023-05-19,39,Debit Card
15921,79,Electronics,435.4,9,2023-05-01,18,Cash
15922,1,Electronics,116.42,4,2023-10-20,55,Credit Card
15923,66,Groceries,383.49,7,2023-08-20,49,Online Payment
15924,64,Clothing,419.12,1,2023-08-07,42,Credit Card
15925,8,Electronics,417.76,6,2023-06-11,44,Debit Card
15926,86,Home Goods,394.51,9,2023-11-09,32,Online Payment
15927,25,Groceries,159.06,6,2023-03-12,50,Cash
15928,66,Clothing,265.76,7,2023-12-09,61,Cash
15929,73,Groceries,156.86,1,2023-10-18,67,Credit Card
15930,73,Electronics,178.05,4,2023-06-26,48,Debit Card
15931,77,Home Goods,157.6,7,2023-09-14,22,Online Payment
15932,70,Home Goods,149.27,6,2023-04-20,67,Online Payment
15933,94,Home Goods,349.78,9,2023-12-09,61,Online Payment
15934,79,Electronics,328.63,4,2023-06-21,50,Online Payment
15935,51,Sports,110.09,3,2023-03-27,61,Debit Card
15936,53,Books,348.84,1,2023-07-27,58,Online Payment
15937,15,Books,152.62,8,2023-02-28,32,Credit Card
15938,50,Home Goods,108.84,1,2023-07-21,46,Credit Card
15939,71,Books,376.15,5,2023-02-10,53,Credit Card
15940,75,Sports,187.81,2,2023-01-27,31,Online Payment
15941,38,Home Goods,288.98,6,2023-09-17,37,Online Payment
15942,40,Sports,108.06,8,2023-02-12,46,Cash
15943,66,Clothing,310.71,4,2023-10-10,24,Debit Card
15944,39,Books,111.92,1,2023-08-28,20,Debit Card
15945,74,Clothing,91.77,7,2023-11-24,27,Debit Card
15946,17,Home Goods,199.4,5,2023-10-22,40,Online Payment
15947,7,Groceries,397.13,2,2023-06-20,53,Online Payment
15948,39,Groceries,96.5,6,2023-11-12,42,Debit Card
15949,68,Electronics,67.34,6,2023-12-27,49,Credit Card
15950,35,Clothing,25.51,5,2023-06-11,62,Credit Card
15951,51,Clothing,213.82,6,2023-01-14,33,Cash
15952,47,Groceries,148.19,9,2023-02-18,29,Debit Card
15953,36,Home Goods,153.13,9,2023-05-19,36,Online Payment
15954,64,Electronics,491.15,7,2023-10-11,25,Online Payment
15955,95,Clothing,105.12,3,2023-10-21,59,Debit Card
15956,89,Electronics,234.63,9,2023-12-06,19,Debit Card
15957,13,Clothing,493.32,7,2023-07-10,23,Credit Card
15958,18,Sports,25.0,4,2023-04-15,53,Debit Card
15959,21,Sports,351.36,1,2023-12-18,43,Credit Card
15960,65,Electronics,191.83,6,2023-09-03,63,Debit Card
15961,100,Groceries,453.99,6,2023-02-18,46,Credit Card
15962,8,Groceries,456.85,6,2023-07-19,21,Credit Card
15963,48,Clothing,199.73,4,2023-10-26,59,Online Payment
15964,85,Books,118.52,9,2023-05-18,67,Cash
15965,43,Sports,219.72,5,2023-07-19,51,Credit Card
15966,53,Sports,483.0,1,2023-02-26,44,Debit Card
15967,85,Electronics,147.89,4,2023-03-10,53,Cash
15968,27,Books,490.85,3,2023-05-23,21,Cash
15969,19,Electronics,411.5,8,2023-05-28,50,Debit Card
15970,23,Groceries,141.05,6,2023-10-12,46,Debit Card
15971,50,Groceries,397.62,7,2023-05-25,42,Cash
15972,51,Books,34.4,2,2023-08-18,57,Debit Card
15973,43,Books,278.55,1,2023-06-06,43,Cash
15974,99,Groceries,185.1,2,2023-09-07,63,Online Payment
15975,51,Home Goods,219.2,6,2023-11-14,26,Online Payment
15976,69,Sports,241.7,5,2023-11-10,44,Credit Card
15977,41,Sports,256.33,8,2023-08-27,50,Credit Card
15978,72,Electronics,331.64,4,2023-10-19,24,Cash
15979,11,Sports,351.42,3,2023-07-21,49,Cash
15980,80,Electronics,488.09,4,2023-09-21,34,Cash
15981,88,Books,383.76,9,2023-05-09,19,Online Payment
15982,85,Books,347.02,8,2023-09-17,19,Debit Card
15983,52,Home Goods,202.3,8,2023-07-28,45,Cash
15984,23,Books,67.73,6,2023-05-21,52,Cash
15985,49,Groceries,38.81,5,2023-08-09,36,Debit Card
15986,38,Home Goods,244.07,8,2023-12-09,53,Debit Card
15987,47,Groceries,337.45,4,2023-09-26,55,Online Payment
15988,72,Groceries,328.58,6,2023-04-25,69,Credit Card
15989,7,Electronics,476.9,9,2023-11-03,40,Cash
15990,66,Groceries,197.39,3,2023-02-17,21,Online Payment
15991,94,Home Goods,317.61,9,2023-04-11,43,Debit Card
15992,77,Clothing,445.06,8,2023-01-19,32,Online Payment
15993,62,Books,208.0,3,2023-06-18,60,Debit Card
15994,87,Electronics,244.09,7,2023-08-26,26,Cash
15995,29,Books,462.26,5,2023-05-21,51,Credit Card
15996,38,Groceries,279.62,7,2023-05-04,50,Debit Card
15997,84,Groceries,401.81,4,2023-12-10,30,Credit Card
15998,33,Sports,468.46,3,2023-12-23,24,Online Payment
15999,29,Electronics,289.82,7,2023-11-17,24,Credit Card
16000,79,Electronics,63.5,6,2023-07-25,67,Debit Card
16001,23,Home Goods,412.63,5,2023-03-23,57,Debit Card
16002,3,Clothing,410.71,4,2023-04-01,34,Cash
16003,93,Home Goods,66.34,6,2023-04-02,68,Cash
16004,45,Home Goods,278.58,1,2023-06-14,43,Cash
16005,8,Home Goods,248.67,8,2023-03-21,55,Online Payment
16006,86,Clothing,425.11,6,2023-12-02,52,Debit Card
16007,29,Home Goods,144.57,5,2023-07-15,62,Cash
16008,2,Books,218.88,8,2023-03-12,21,Online Payment
16009,50,Electronics,306.35,4,2023-09-08,33,Debit Card
16010,65,Clothing,263.45,2,2023-05-24,67,Cash
16011,20,Groceries,477.97,5,2023-05-25,57,Debit Card
16012,52,Sports,480.72,7,2023-04-11,49,Cash
16013,85,Sports,49.97,5,2023-01-27,41,Cash
16014,37,Books,155.95,7,2023-05-25,37,Debit Card
16015,72,Electronics,13.69,2,2023-06-17,25,Online Payment
16016,27,Sports,214.75,1,2023-04-27,56,Debit Card
16017,47,Books,334.45,3,2023-12-22,20,Credit Card
16018,99,Books,240.93,1,2023-12-25,25,Online Payment
16019,6,Sports,42.92,3,2023-03-09,51,Online Payment
16020,60,Sports,106.02,3,2023-06-28,31,Debit Card
16021,45,Books,94.91,8,2023-03-22,37,Cash
16022,44,Books,260.45,5,2023-08-28,38,Credit Card
16023,83,Groceries,342.06,3,2023-12-04,54,Debit Card
16024,18,Sports,165.0,5,2023-01-26,20,Online Payment
16025,65,Home Goods,73.93,8,2023-05-07,26,Online Payment
16026,25,Books,401.31,1,2023-02-05,43,Online Payment
16027,27,Electronics,430.6,7,2023-08-04,36,Debit Card
16028,7,Electronics,145.48,5,2023-06-13,68,Online Payment
16029,44,Books,216.17,4,2023-08-26,34,Debit Card
16030,29,Electronics,50.15,3,2023-10-05,49,Cash
16031,95,Groceries,121.57,7,2023-11-03,20,Credit Card
16032,44,Groceries,385.83,2,2023-12-16,41,Cash
16033,36,Books,188.95,8,2023-11-13,29,Cash
16034,19,Sports,306.3,4,2023-10-28,33,Credit Card
16035,6,Home Goods,473.63,2,2023-11-20,30,Credit Card
16036,25,Sports,364.58,2,2023-04-04,42,Credit Card
16037,31,Electronics,232.19,1,2023-10-10,47,Credit Card
16038,9,Home Goods,189.77,8,2023-02-11,56,Credit Card
16039,84,Electronics,103.36,8,2023-04-09,30,Credit Card
16040,74,Home Goods,380.51,6,2023-04-04,49,Debit Card
16041,37,Books,65.09,2,2023-10-19,65,Debit Card
16042,27,Clothing,40.08,3,2023-07-24,21,Online Payment
16043,13,Groceries,61.37,9,2023-11-07,65,Credit Card
16044,41,Groceries,129.02,7,2023-06-05,69,Online Payment
16045,66,Books,317.29,5,2023-01-26,55,Cash
16046,85,Electronics,432.05,5,2023-12-25,22,Debit Card
16047,97,Electronics,496.38,7,2023-12-01,44,Online Payment
16048,24,Clothing,368.43,1,2023-11-17,27,Online Payment
16049,44,Sports,81.53,1,2023-03-25,69,Online Payment
16050,98,Home Goods,146.08,3,2023-06-14,37,Credit Card
16051,60,Books,74.67,9,2023-11-27,57,Cash
16052,9,Clothing,66.62,8,2023-02-10,57,Cash
16053,2,Books,288.19,3,2023-02-14,21,Cash
16054,56,Clothing,454.29,8,2023-01-09,27,Cash
16055,30,Electronics,345.32,4,2023-04-17,18,Debit Card
16056,22,Electronics,402.32,7,2023-05-03,20,Cash
16057,75,Sports,258.97,2,2023-05-21,38,Debit Card
16058,81,Books,242.91,5,2023-12-18,57,Cash
16059,100,Books,469.37,5,2023-03-23,28,Debit Card
16060,13,Sports,363.76,5,2023-08-14,51,Online Payment
16061,71,Electronics,235.08,9,2023-03-13,54,Cash
16062,16,Groceries,172.97,9,2023-03-18,42,Credit Card
16063,97,Sports,55.63,2,2023-04-23,23,Credit Card
16064,45,Clothing,412.28,9,2023-09-13,37,Debit Card
16065,65,Electronics,92.97,1,2023-01-27,37,Online Payment
16066,11,Books,262.36,5,2023-06-28,55,Cash
16067,70,Books,322.27,1,2023-12-01,57,Cash
16068,20,Home Goods,374.6,3,2023-01-23,65,Cash
16069,99,Home Goods,50.84,6,2023-12-23,51,Credit Card
16070,63,Groceries,15.24,9,2023-10-03,24,Debit Card
16071,90,Books,355.94,4,2023-05-20,64,Online Payment
16072,12,Electronics,232.65,2,2023-03-12,65,Debit Card
16073,62,Books,98.76,5,2023-03-24,46,Credit Card
16074,94,Books,491.19,1,2023-11-04,64,Credit Card
16075,92,Clothing,397.76,7,2023-11-05,19,Debit Card
16076,91,Groceries,293.47,2,2023-09-13,21,Credit Card
16077,42,Clothing,354.03,8,2023-12-06,34,Online Payment
16078,83,Home Goods,85.96,9,2023-06-05,38,Credit Card
16079,69,Clothing,481.49,2,2023-08-02,20,Online Payment
16080,58,Home Goods,498.22,2,2023-09-13,58,Credit Card
16081,5,Sports,327.74,9,2023-10-22,67,Online Payment
16082,27,Home Goods,337.47,8,2023-06-01,43,Cash
16083,28,Books,355.18,7,2023-09-10,60,Debit Card
16084,26,Home Goods,336.24,1,2023-07-24,38,Cash
16085,91,Books,224.89,9,2023-07-21,37,Cash
16086,49,Groceries,274.93,4,2023-08-21,69,Credit Card
16087,21,Books,148.54,6,2023-12-03,64,Cash
16088,1,Books,228.96,2,2023-11-18,67,Online Payment
16089,92,Books,223.69,5,2023-05-27,57,Credit Card
16090,58,Groceries,151.19,1,2023-12-24,45,Debit Card
16091,79,Electronics,395.49,5,2023-02-04,24,Credit Card
16092,55,Electronics,210.74,8,2023-03-22,40,Debit Card
16093,81,Home Goods,280.34,5,2023-06-13,34,Online Payment
16094,26,Sports,86.48,7,2023-09-01,48,Cash
16095,84,Electronics,242.73,8,2023-09-11,25,Online Payment
16096,25,Home Goods,383.11,1,2023-09-07,58,Debit Card
16097,77,Groceries,227.82,8,2023-12-07,54,Cash
16098,33,Electronics,283.29,1,2023-08-02,25,Cash
16099,89,Electronics,353.84,8,2023-11-17,30,Online Payment
16100,72,Books,200.6,2,2023-05-20,40,Debit Card
16101,69,Books,183.11,4,2023-05-23,32,Credit Card
16102,6,Home Goods,52.01,1,2023-10-23,42,Online Payment
16103,23,Books,295.31,1,2023-11-07,38,Debit Card
16104,30,Home Goods,356.41,4,2023-06-09,45,Credit Card
16105,78,Clothing,294.81,4,2023-10-01,24,Online Payment
16106,54,Clothing,148.93,4,2023-11-01,68,Online Payment
16107,87,Sports,138.55,8,2023-05-28,42,Debit Card
16108,11,Electronics,88.15,4,2023-04-23,27,Online Payment
16109,31,Clothing,33.03,5,2023-01-01,58,Cash
16110,6,Home Goods,219.17,2,2023-07-25,44,Credit Card
16111,11,Books,88.65,9,2023-01-25,35,Online Payment
16112,77,Books,348.49,7,2023-08-03,64,Debit Card
16113,12,Electronics,481.25,1,2023-06-22,47,Credit Card
16114,66,Clothing,46.01,4,2023-11-20,65,Debit Card
16115,53,Sports,447.55,7,2023-09-06,48,Credit Card
16116,99,Sports,332.28,9,2023-10-05,32,Online Payment
16117,36,Sports,431.54,4,2023-08-11,65,Online Payment
16118,17,Sports,85.93,7,2023-12-25,32,Debit Card
16119,28,Books,454.18,8,2023-10-25,21,Debit Card
16120,92,Books,479.36,8,2023-03-21,53,Credit Card
16121,22,Books,454.29,3,2023-06-28,23,Debit Card
16122,7,Home Goods,394.89,5,2023-06-05,39,Debit Card
16123,15,Sports,54.25,7,2023-12-24,21,Credit Card
16124,96,Groceries,118.16,6,2023-06-22,40,Credit Card
16125,11,Books,457.44,8,2023-11-15,48,Credit Card
16126,24,Sports,122.42,2,2023-04-20,43,Online Payment
16127,67,Clothing,180.38,8,2023-03-19,28,Debit Card
16128,30,Electronics,34.73,9,2023-01-14,38,Online Payment
16129,70,Books,317.77,3,2023-03-23,31,Online Payment
16130,66,Books,286.02,5,2023-04-03,44,Cash
16131,61,Clothing,481.27,8,2023-05-20,67,Debit Card
16132,78,Electronics,447.25,5,2023-06-13,27,Online Payment
16133,41,Home Goods,257.91,2,2023-02-13,69,Online Payment
16134,82,Books,308.58,4,2023-08-18,25,Online Payment
16135,51,Electronics,212.47,9,2023-10-04,21,Debit Card
16136,44,Groceries,74.9,9,2023-10-05,62,Credit Card
16137,95,Books,435.22,8,2023-12-11,24,Cash
16138,13,Sports,279.27,6,2023-08-20,46,Cash
